agent,message,negotiation_id,turn
mturk_agent_1,Hi! Thank you so much for chatting with me. How long have you been camping?,668,0
mturk_agent_2,"hello, i been camping for a while now. what do you think its important to you",668,0
mturk_agent_1,I just love the opportunity to get away. Something about food cooked over the open fire makes me happy. So food I think is most important to me. What's most importnat to you?,668,1
mturk_agent_2,i think food is important to me also. ,668,1
mturk_agent_1,Is it more importnat than having firewood?,668,2
mturk_agent_2,i belive so whats your second important maybe we can compromise,668,2
mturk_agent_1,Water is second most important,668,3
mturk_agent_2,oh man so is mine ahaha ,668,3
mturk_agent_1,"What if...I gave you all the water and 2 firewood, in exchange for all the food and 1 firewood. ",668,4
mturk_agent_2,are you sure you want to do that?,668,4
mturk_agent_1,Do you have a counter offer? Or do those terms work for you?,668,5
mturk_agent_2,you sure you dont want one water?,668,5
mturk_agent_1,"Yes, I'd love to have a water. ",668,6
mturk_agent_2,"you can get one water so ill get 2 water, 2 food and 1 firewood",668,6
mturk_agent_1,"Whoa, in my original offer, I was getting 3 food. ",668,7
mturk_agent_2,ha sorry. i didnt read it right. then can i have one food? if not ill take all water,668,7
mturk_agent_1,You can have 1 food. ,668,8
mturk_agent_2,"okay so ill get 2 waters, 1 food and 1 firewood",668,8
mturk_agent_1,Correct. ,668,9
mturk_agent_2,Submit-Deal,668,9
mturk_agent_1,Accept-Deal,668,10
mturk_agent_1,Hello. I am so excited to be campming. My borthers Jim and Bob just called and they will be joining me. I was planing on them coming but it will be fun.,669,0
mturk_agent_2,yeah me too.  camping is soo fun these days ,669,0
mturk_agent_1,Yea It sure is. My bothers Jim and Bob are bring a chainsaw so if you need firewood we have plenty of it.🙂,669,1
mturk_agent_2,oh nice.  i would love to buy some from you.,669,1
mturk_agent_1,Maybe we can trade. I really need some food snice I was not planning on them coming. 3 packs of firewood for 3 food?🙂,669,2
mturk_agent_2,yeah that works with me .,669,2
mturk_agent_1,Awesome We have some extra water as well So we can spare a few.,669,3
mturk_agent_2,nice nice.  how many can you spare?,669,3
mturk_agent_1,I can spare 2. I want you to have some for today and tommorrow🙂🙂,669,4
mturk_agent_2,ok sounds like a plan.,669,4
mturk_agent_1,Submit-Deal,669,5
mturk_agent_2,Accept-Deal,669,5
mturk_agent_2,"hello, how do you suggest we share the items?",67,0
mturk_agent_1,Hi there! Well first I was wondering what item you think you'd like or need the most?,67,0
mturk_agent_2,I like firewood and water most,67,1
mturk_agent_1,"Hmm okay, I am willing to give you three waters! I was hoping to get 3 firewood though, as it's going to be really cold where I am going.",67,1
mturk_agent_2,seems like we have same priority items. firewood. I also need firewood most because I am prone to pneumonia ,67,2
mturk_agent_1,"Oh no, I'm so sorry to hear that ☹️ Let me ask about the food first then, would you be willing to give me the 3 packages of that? I am going to have a lot of people with me and we won't be near any stores at all.",67,2
mturk_agent_2,"if i give you all the food items, will you give me the firewood?",67,3
mturk_agent_1,I was thinking maybe you can have 2 firewood and 3 waters. And I could take 1 firewood and 3 food?,67,3
mturk_agent_2,that sounds fair,67,4
mturk_agent_1,"Okay sounds good to me, thank you! 🙂",67,4
mturk_agent_2,Submit-Deal,67,5
mturk_agent_1,Accept-Deal,67,5
mturk_agent_2,hi i was thinking i don need that much food,670,0
mturk_agent_1,hai how many pack you want,670,0
mturk_agent_2,I would like to have only 1 pack and give you 2.,670,1
mturk_agent_1,"okay actually i need 3 pack of water ,2 pack of firewood and 1 pack of food",670,1
mturk_agent_2,Can i get at least 1 pack of  everything to be fair.,670,2
mturk_agent_1,okay i will manage ,670,2
mturk_agent_2,Thank you for being reasonable i apperciate it.,670,3
mturk_agent_1,"okay done, it is a great deal",670,3
mturk_agent_2,Sounds great to me glad we could come to a deal.,670,4
mturk_agent_1,thank you ,670,4
mturk_agent_2,Submit-Deal,670,5
mturk_agent_1,Accept-Deal,670,5
mturk_agent_1,"Hi, my friend. My 6 children and I need more food, water and firewood tonight. I hope you understand and would let us have it. Thanks a lot.",671,0
mturk_agent_2,"Hello, I need some items as well for our trip.",671,0
mturk_agent_1,Do you have any priority what you would like the most?,671,1
mturk_agent_2,Well I was hoping to get mostly some extra food for the trip. What are you looking to get?,671,1
mturk_agent_1,We are really hungry because we don't have food for a while so food is the most priority for us as well.,671,2
mturk_agent_2,"okay, well what else were you hopping to get? I'm interested in some extra firewood as well, I've got plenty of water though",671,2
mturk_agent_1,"Well, we could share you two of firewood and one of food. Is it alright?",671,3
mturk_agent_2,"That could work, If I take 2 Food and 2 Firewood, you can have all the water.",671,3
mturk_agent_1,"Alright, we will share you two food and two firewood, we will have one food, one firewood and three water. ",671,4
mturk_agent_2,Sounds like a deal,671,4
mturk_agent_1,Submit-Deal,671,5
mturk_agent_2,Accept-Deal,671,5
mturk_agent_2,"Hi, I'm elderly and I feel I need to have all 3 packages of the firewood, I can't sleep at night if I'm too cold 🙂",672,0
mturk_agent_1,"Hello there. I understand you need that much firewood, but why not wear warm clothing if it is that extreme?",672,0
mturk_agent_2,"Well, the clothes that I brought with me are not that thick and I feel I'm really going to need the firewood to stay safe and warm.",672,1
mturk_agent_1,"Ok, I understand. I am wondering if I can have all of the food packages due t othe fact that I am pregnant, so extra food will be helpful. I am eating for 2.",672,1
mturk_agent_2,"Sorry, but I'm diabetic, so I'll have to ask for at least one of those food packages in case I get hypoglycemic.  Congrats, by the way!",672,2
mturk_agent_1,"Thank you. But if I can't have all of the food, then I am going to ask for 1 of the firewood. Since I will be needing fire to cook things I find in case I run out of food ",672,2
mturk_agent_2,"Ok, so 2 firewoods for me, one for you and two food packages for you and one for me.  Does that sound ok?  What about the water?",672,3
mturk_agent_1,Yes that sounds good. Are there any reasons why you may need all of the water?,672,3
mturk_agent_2,"Well, I do have to take many medications and my vitamin pills are HUGE, maybe one water for me? Two for you?",672,4
mturk_agent_1,"That sounds good also. You're diabetic and elderly, I would feel slightly guilty if you ran out of water, though. ",672,4
mturk_agent_2,Submit-Deal,672,5
mturk_agent_1,Accept-Deal,672,5
mturk_agent_1,Hello friend....,673,0
mturk_agent_2,hey there 🙂,673,0
mturk_agent_1,I am going to camping. I want some additional items.,673,1
mturk_agent_2,"okay. I also want some items.  in particular, I need firewood because I have poor blood circulation and could get frostbite otherwise",673,1
mturk_agent_1,No friend. I also need the same. Because of my eye problem. I need some more firewood.,673,2
mturk_agent_2,that stinks ☹️  it sounds like we both have serious issues.  you can have 2 firewood if I can get 2 water,673,2
mturk_agent_1,I will give you some extra water package. But please give me the firewood.,673,3
mturk_agent_2,how much are we talkin' here?,673,3
mturk_agent_1,Can you help me to share your firewood?,673,4
mturk_agent_2,"how about 1 wood, 2 water, 2 food for me?",673,4
mturk_agent_1,Submit-Deal,673,5
mturk_agent_2,Reject-Deal,673,5
mturk_agent_2,that's an unfair deal,673,6
mturk_agent_1,ok then you send me the deal,673,6
mturk_agent_2,Submit-Deal,673,7
mturk_agent_1,Accept-Deal,673,7
mturk_agent_2,Hello!,674,0
mturk_agent_1,Hey! Are you going camping anytime soon?,674,0
mturk_agent_2,"Yes, I plan to go within the next few weeks.",674,1
mturk_agent_1,"So am I.  I know a guy that has some supplies we may need.  He has 3 bundles of firewood, 3 packs of water, and 3 boxes of food.  How do you think we should split them up?",674,1
mturk_agent_2,"Well, I have my basic supplies, but would like some firewood to cook some food and make some s'mores. 🙂 I also just discovered a new hiking trial nearby my campsite, so I would like some more water. Food is my lowest priority, but it is always good to have a few more snacks.",674,2
mturk_agent_1,"We are camping by a creek, so we have plenty of water.  Our plan is to have a big banquet on the last day, we we will need a bit of firewood and a lot of food.",674,2
mturk_agent_2,"Okay. I think you need the food the most, then.",674,3
mturk_agent_1,"Yes, and you'll probably need more water for those long hikes.",674,3
mturk_agent_2,"Definitely, I tend to drink a lot of water.",674,4
mturk_agent_1,"Now for the firewood.  I think I would need two bundles.  We are planning a big cookout, and will need to sanitize our water from the creek.  I think 2 bundles for me, and one for you would be acceptable.",674,4
mturk_agent_2,I think that is good on the firewood.,674,5
mturk_agent_1,Submit-Deal,674,5
mturk_agent_2,Accept-Deal,674,6
mturk_agent_1,"Hello! How are you today? Food is usually a pretty valuable resource, but I'm willing to let you have all of the food if I can have the wood and water.",675,0
mturk_agent_2,"Hi there, I'm doing ok.  I accidentally spilled my water on my firewood. ☹️  I'm in a world of hurt right now. ",675,0
mturk_agent_1,"Whoops! That's never good. At least the wood can dry out a bit! With as hot as it is lately, it should be dry in no time.",675,1
mturk_agent_2,"Good point, but its really humid where I am.  How about we split each category.. You can have 2 of the food, 1 water and 1 firewood, leaving me with 2 firewood, 2 water and just 1 food.",675,1
mturk_agent_1,"I have plenty of food, plus we brought our hunting equipment. I do agree that we should find a good way to split it, but since the site I'm camping at does not have a clean water source, I really need the water. How about I take two water and two firewood, then you can have all the food, one water, and one firewood?",675,2
mturk_agent_2,That really won't help me as I have plenty of food and no water or dry firewood.  How about I take 3 of the hardwood and just 1 water and you can have all of the food and 2 of water?,675,2
